24,5,24,4,24,4,24,5,23,6,24,6,25,7,26,8,26,8,26,8,25,8,25,7,24,6,24,5,24,4,24,4,24,3,24,3,25,2,25,3,26,3,25,2,25,2,26,2,26,2,27,1,27,1,28,0,28,1,29,1,30,1,31,1,31,1,31,1,32,0,32,1,31,2,31,3,31,3,31,4,30,4,31,5,31,4,32,3,32,4,32,5,32,5,31,4,30,3,30,4,29,4,30,4,29,4,28,4,28,4,27,5,26,6,26,6,26,6,26,5,27,5,28,5,27,4,26,4,25,4,26,3,25,3,26,4,27,4,28,5,27,6,27,5,27,5,28,5,28,5,28,4,29,5,28,5,29,5,29,5,29,4,29,3,29,4,29,4,28,3,29,4,29,4,29,5,28,6,28,6,28,6,29,6,29,6,30,7,29,7,28,6,28,6,29,5,29,4,28,4,
9,73,10,73,9,73,8,73,7,72,7,72,7,71,8,70,7,70,7,69,7,68,8,69,8,69,8,70,8,69,9,68,9,69,9,69,8,69,7,68,8,68,9,67,8,68,7,68,8,67,9,68,9,68,8,68,7,69,6,69,5,69,4,69,3,68,3,68,3,68,4,69,5,69,6,70,6,70,5,70,5,71,6,71,6,71,6,72,7,73,6,73,5,74,6,74,5,74,5,73,6,72,5,72,5,71,5,70,4,70,4,70,4,69,4,69,5,69,5,69,6,69,6,69,6,69,6,70,5,69,5,69,5,69,4,68,4,68,4,67,5,67,4,67,3,67,3,66,4,67,5,67,6,68,6,67,6,68,7,67,6,67,7,67,7,67,8,67,8,68,7,68,6,68,6,69,7,69,8,69,8,68,8,69,9,70,8,70,9,71,8,70,7,70,8,70,8,71,7,70,
87,31,88,31,89,31,89,31,90,31,90,31,91,31,91,32,90,31,90,30,90,30,91,30,91,30,91,31,91,32,91,32,92,31,92,32,92,32,92,31,91,32,92,33,93,33,92,32,92,32,92,32,93,32,92,32,91,32,92,33,91,33,92,34,93,34,94,34,93,33,92,33,93,33,93,32,93,33,93,33,93,32,92,32,91,32,91,33,92,34,93,34,94,35,93,34,94,33,93,33,93,32,93,33,93,32,94,33,94,32,95,32,94,31,93,32,94,33,94,33,94,33,94,33,94,33,93,33,94,33,93,34,92,35,92,35,93,35,93,34,94,34,94,34,93,34,94,34,95,33,95,33,96,33,96,33,96,32,96,32,97,32,97,32,97,32,98,33,98,33,97,32,98,32,98,32,98,31,99,32,100,33,99,33,100,33,99,34,99,34,99,33,100,33,101,33,101,33,101,33,
77,2,77,3,77,3,76,2,75,2,75,2,74,2,75,2,74,3,73,4,74,5,73,4,74,4,73,3,74,3,75,4,75,4,74,4,75,4,76,3,77,3,77,2,77,3,77,3,76,3,76,2,76,2,76,3,75,3,75,3,75,3,74,2,75,2,74,2,74,2,73,3,73,2,73,2,72,2,72,2,73,2,72,2,72,2,71,2,72,2,72,2,72,2,73,3,73,3,72,3,73,4,73,4,73,5,72,6,73,5,72,6,71,5,71,5,72,5,72,6,72,7,73,7,72,7,72,8,71,7,70,7,70,7,71,7,71,7,71,8,71,9,70,8,69,7,69,7,68,8,68,7,69,7,68,6,68,7,68,7,68,7,68,7,68,8,68,9,69,10,69,10,70,9,69,10,69,10,68,9,68,9,68,8,68,8,69,7,69,7,70,8,70,7,71,8,70,8,70,7,
70,88,71,88,70,87,70,87,70,87,70,87,70,87,70,86,70,85,70,85,69,85,68,85,67,84,66,83,67,82,67,81,68,81,67,81,66,81,66,81,67,81,67,82,68,81,67,81,67,80,67,80,67,79,67,79,67,78,67,78,67,78,68,77,67,77,66,78,67,78,68,78,67,79,67,79,66,79,67,80,67,81,67,82,67,82,67,82,68,82,68,82,68,81,68,81,68,82,68,82,68,81,68,82,67,82,66,81,66,81,65,80,65,79,64,80,65,80,65,81,65,82,65,81,65,81,66,82,67,83,66,83,65,83,65,83,65,83,65,82,65,83,65,84,65,84,65,85,64,85,65,86,66,86,67,85,66,84,67,85,68,86,67,86,67,85,67,86,66,86,66,86,66,87,66,87,67,88,67,89,68,90,67,90,67,90,68,89,68,88,68,89,69,88,69,88,69,88,68,88,
68,99,69,100,68,99,68,100,69,100,69,100,69,101,70,100,70,100,70,99,70,99,70,99,71,100,71,101,72,102,72,103,73,103,73,104,73,104,73,104,73,103,73,102,73,103,73,104,72,105,71,104,70,104,70,104,69,103,68,102,68,101,68,101,68,101,68,100,67,101,66,101,65,100,64,99,64,99,64,100,65,101,65,101,64,101,64,101,65,102,65,102,66,103,66,103,65,102,64,102,65,102,65,102,64,102,64,102,65,102,65,101,65,101,66,101,66,102,65,102,65,103,64,103,64,104,65,104,65,104,64,103,64,104,64,104,63,104,62,103,61,103,61,102,61,103,61,102,60,101,61,102,60,101,59,101,59,100,59,100,60,99,60,99,60,99,61,99,61,98,61,98,62,98,62,98,62,99,61,99,61,98,61,98,60,99,61,99,62,100,62,99,61,99,62,99,62,98,61,99,
16,25,15,25,14,26,15,27,14,27,14,26,15,26,14,27,13,28,12,28,12,29,12,30,11,30,12,30,12,30,13,30,13,29,12,30,11,31,11,31,11,30,11,29,12,29,11,30,10,30,10,30,10,31,10,31,9,31,9,30,9,30,10,30,9,30,10,29,11,29,11,29,11,30,12,30,12,31,12,30,13,31,14,31,14,30,15,31,15,32,15,32,15,32,16,33,15,34,14,34,13,34,12,33,11,32,10,31,10,30,10,29,10,29,11,29,12,28,11,27,12,27,12,28,12,27,12,26,13,26,13,26,12,26,12,27,13,26,12,26,11,26,11,26,11,26,12,27,13,27,13,27,14,27,13,27,13,26,12,26,12,25,13,25,13,25,13,25,13,26,14,25,14,25,14,24,15,24,14,24,14,24,13,24,13,25,13,26,13,26,13,26,14,26,14,26,14,26,14,26,
92,52,92,52,91,52,90,52,91,52,92,52,91,53,90,53,89,52,89,52,89,53,89,52,89,52,89,53,90,53,89,54,90,54,89,54,90,54,90,55,91,55,91,56,90,56,89,57,89,57,88,56,87,56,87,57,86,57,87,57,87,56,88,57,89,57,89,57,89,57,88,57,87,57,87,57,88,58,89,58,89,58,88,57,88,57,88,57,88,57,88,56,88,55,89,56,89,56,89,55,89,56,89,56,89,57,89,57,88,57,89,57,88,57,88,58,88,57,88,56,88,55,87,54,86,55,87,56,88,57,87,58,87,57,87,57,87,57,87,57,86,56,87,55,86,54,87,54,87,54,87,54,87,53,87,53,86,52,85,53,85,54,85,54,86,55,87,54,87,54,86,54,85,53,85,52,85,52,86,52,86,53,87,53,86,53,87,52,88,52,88,52,89,52,90,52,91,51,91,50,
88,91,89,91,89,91,89,91,90,90,91,90,91,90,91,90,92,89,92,90,91,91,91,91,91,90,92,90,91,90,92,90,91,91,90,91,91,90,91,91,91,91,90,92,89,92,89,91,90,92,90,93,91,93,91,94,90,94,90,94,89,94,90,93,89,93,90,93,89,92,89,93,90,93,91,93,91,92,91,91,92,90,93,90,92,90,92,90,91,89,91,89,91,88,92,89,92,89,91,89,92,89,91,89,90,89,91,89,90,89,91,88,90,87,90,88,90,88,90,89,91,89,92,88,93,88,93,88,93,88,94,88,94,88,94,88,93,89,94,89,95,89,95,90,94,90,94,90,94,91,95,91,94,91,94,91,94,91,93,91,93,91,93,92,93,92,93,91,93,91,93,91,94,92,94,93,93,93,93,94,92,94,93,94,92,95,91,95,90,96,90,95,91,96,92,96,92,97,91,97,
42,72,43,72,42,72,41,72,41,72,41,73,41,73,41,73,41,72,41,72,40,73,40,74,40,74,40,74,40,73,40,73,40,73,40,73,41,72,42,71,42,72,41,73,40,72,40,72,41,72,41,72,41,72,41,72,40,72,39,73,39,74,39,73,39,73,40,73,40,74,40,74,40,75,40,75,40,75,39,76,38,76,39,77,40,78,40,78,41,78,41,78,42,78,42,78,42,78,41,78,42,77,41,78,41,78,41,77,42,77,42,77,41,77,42,76,41,77,41,77,40,77,40,76,40,76,40,75,40,76,40,76,39,76,39,76,39,76,39,76,39,76,39,76,40,75,40,76,40,77,40,76,41,75,42,76,41,75,42,75,42,75,41,74,40,74,40,74,40,74,40,74,40,74,41,74,41,74,40,74,40,74,39,74,39,73,39,73,40,73,40,72,39,71,39,72,39,73,40,74,
47,23,48,24,49,24,48,24,48,24,49,25,48,25,48,24,47,24,47,23,47,22,47,22,46,23,47,22,47,23,48,23,48,23,49,22,48,21,48,21,47,22,47,21,48,21,48,21,47,22,47,22,46,22,45,21,46,20,46,20,46,21,45,22,44,23,45,23,44,24,45,23,45,22,46,21,46,21,45,21,45,20,44,20,45,19,45,20,45,21,45,22,46,21,45,21,44,20,44,19,44,20,44,21,43,21,42,22,42,21,42,21,43,22,44,22,45,22,45,21,45,21,45,20,46,21,45,20,44,20,44,20,44,21,44,21,44,22,44,22,44,23,44,22,43,22,43,22,44,21,43,20,43,19,43,19,43,20,42,20,42,21,41,21,40,22,39,22,40,22,40,22,39,23,39,22,40,22,41,21,41,21,41,20,41,20,41,20,40,19,40,19,39,18,39,17,40,17,39,17,
59,3,59,4,59,4,60,3,59,4,58,4,59,3,59,2,59,1,59,1,60,2,59,2,60,2,60,2,59,1,60,2,61,2,61,3,62,3,62,2,62,2,62,2,62,1,61,1,61,0,62,0,62,1,61,2,62,1,63,1,63,0,64,1,64,1,65,1,65,1,66,1,65,1,65,1,64,2,64,2,64,2,64,1,65,1,66,1,66,2,67,2,66,1,67,0,68,-1,67,-1,67,-2,67,-3,66,-3,66,-3,66,-3,65,-3,66,-2,66,-1,67,-2,68,-1,69,-1,69,0,69,-1,69,-1,68,-2,68,-3,67,-3,67,-2,67,-2,68,-3,68,-3,68,-3,69,-2,70,-2,71,-2,71,-1,70,-1,70,-1,70,-1,70,-1,70,-1,69,-1,69,-1,68,-1,68,0,69,0,70,0,69,1,70,1,70,1,70,1,70,1,70,2,69,2,69,3,69,3,69,3,69,3,69,3,69,3,
41,100,41,100,41,100,40,100,40,100,39,100,39,99,40,99,39,100,40,101,41,101,41,101,42,101,41,100,41,101,40,101,41,100,41,100,42,100,43,100,42,100,42,100,42,100,42,100,42,100,41,101,41,101,40,101,40,100,40,99,41,98,41,98,40,99,41,98,40,97,39,97,40,96,41,96,41,96,41,95,41,95,40,96,39,96,38,96,37,97,37,97,37,97,37,98,37,99,37,98,37,97,38,96,38,96,37,96,37,96,38,97,37,98,36,98,35,97,36,96,35,96,36,96,36,96,36,95,36,95,37,94,36,94,36,94,36,94,35,94,36,93,36,93,35,93,34,93,33,93,33,94,34,95,33,94,33,94,33,94,32,95,33,95,32,95,33,95,33,95,33,95,33,94,33,93,33,92,34,92,33,92,32,93,32,94,32,94,31,93,31,93,30,93,30,93,30,94,29,94,
65,66,65,66,65,66,65,67,65,67,64,67,64,68,65,68,64,68,64,68,63,68,64,69,65,68,66,68,67,67,67,66,67,66,67,65,68,64,67,64,67,64,67,64,67,64,67,64,67,64,67,64,67,64,66,64,66,65,66,66,66,66,66,66,66,66,66,67,65,68,66,69,66,69,66,69,66,69,65,69,66,69,67,69,67,70,67,70,67,70,68,70,67,70,68,70,67,71,67,70,67,70,67,69,66,69,65,69,64,68,65,69,65,68,65,68,64,68,65,67,64,66,64,67,65,67,65,67,66,68,67,68,68,67,67,68,67,68,67,68,68,67,68,66,67,66,67,67,67,66,68,67,68,67,68,66,69,65,70,66,71,67,71,68,70,68,69,68,70,67,71,66,72,67,73,67,74,67,75,68,75,67,75,68,75,69,76,69,77,69,77,69,77,69,77,68,78,68,78,67,
42,40,42,41,42,42,42,42,42,42,41,41,41,41,40,41,41,40,40,41,40,41,40,41,41,41,42,41,42,40,43,41,44,41,44,41,43,42,43,43,43,42,42,41,41,41,40,41,40,40,41,41,41,41,41,42,40,42,41,42,40,42,41,42,41,42,40,42,41,42,41,42,42,42,42,41,42,40,41,40,41,39,40,39,39,40,39,39,40,39,40,38,39,38,40,39,39,40,40,40,39,41,39,42,40,43,41,42,41,41,41,41,42,40,41,41,41,41,41,41,41,42,42,41,41,40,42,40,41,39,40,39,40,38,39,37,40,37,40,38,40,37,41,38,40,38,40,39,40,39,40,40,40,40,40,41,39,42,39,43,38,42,37,42,37,41,37,40,38,41,38,41,38,41,39,41,40,42,40,41,40,41,39,40,39,39,38,39,37,40,37,41,36,42,37,41,36,41,35,40,
68,9,68,9,67,9,67,9,66,10,67,10,66,10,67,10,66,11,66,11,67,11,67,11,66,11,65,11,64,12,64,13,65,12,65,13,66,12,67,13,68,13,68,14,68,14,69,14,70,13,69,13,70,13,70,14,71,15,70,16,70,16,70,16,70,16,69,16,69,16,68,16,68,16,68,17,67,17,68,17,67,18,66,17,67,18,67,18,67,18,67,19,66,18,66,19,65,19,65,20,64,19,64,18,64,18,64,18,63,18,62,19,62,20,62,21,62,21,61,21,62,21,62,21,62,21,62,21,63,22,63,21,63,21,62,21,63,22,63,21,63,22,64,22,65,23,64,24,64,24,64,24,65,24,64,24,64,24,64,24,63,24,63,24,62,24,62,24,63,24,63,25,64,25,63,25,62,26,63,25,63,25,62,26,62,27,63,26,64,25,63,26,62,25,63,25,64,25,64,25,
53,63,53,64,52,65,53,66,54,66,54,67,54,68,55,68,55,68,55,68,56,67,56,67,56,68,57,68,58,67,57,66,58,66,58,66,58,67,58,68,58,67,58,67,59,66,58,66,59,66,59,66,59,67,60,67,61,68,60,67,60,68,61,67,60,68,61,68,60,69,60,69,60,69,60,70,59,71,59,71,60,71,60,72,60,72,60,73,60,73,60,73,60,73,59,73,59,74,59,74,59,74,58,74,58,74,59,75,59,76,59,77,58,77,58,76,58,76,57,76,57,76,56,76,56,77,57,77,56,77,56,76,57,77,57,77,58,77,58,76,57,77,57,76,57,76,58,75,59,74,59,74,59,75,60,75,60,76,59,77,58,78,58,78,59,79,59,79,60,79,61,78,61,78,60,78,61,77,61,76,61,76,61,76,61,76,62,77,62,76,63,76,62,76,61,76,60,75,60,74,
19,47,19,46,20,45,20,44,19,44,18,45,18,45,19,46,20,45,20,45,20,45,21,45,22,44,21,45,21,45,20,44,19,45,20,45,20,46,19,47,20,48,19,48,19,48,18,49,18,49,17,50,17,49,16,49,17,49,18,50,18,50,17,51,17,51,18,51,18,51,18,50,18,50,18,50,18,50,18,50,19,51,19,51,19,51,19,50,19,50,20,50,21,50,21,50,22,49,22,49,22,48,22,48,22,49,21,48,21,47,21,46,21,45,21,45,20,44,19,45,19,46,19,45,20,44,20,43,20,43,21,42,22,43,22,43,21,44,21,43,21,43,21,43,20,43,19,43,18,44,18,43,17,43,18,43,17,44,18,44,18,43,19,42,19,41,19,42,18,42,18,43,18,44,19,44,18,43,18,42,17,43,17,43,16,43,16,42,16,42,17,42,18,41,17,40,18,40,17,40,
11,83,12,84,13,84,12,85,11,85,11,84,11,83,10,84,11,84,12,84,12,84,12,84,12,83,13,83,14,83,14,83,13,84,13,84,12,84,13,84,13,85,12,85,12,86,13,85,12,85,12,85,12,84,11,84,10,83,9,82,10,82,11,83,10,83,10,84,10,85,10,85,10,85,9,86,10,86,9,87,9,88,9,88,9,87,8,88,8,88,8,87,8,87,7,88,8,88,8,89,8,90,8,89,7,89,6,90,6,90,6,91,5,91,5,90,5,91,4,92,5,91,6,92,6,93,6,93,5,93,6,93,6,93,7,93,7,92,8,92,8,91,9,90,10,90,9,89,10,90,10,89,9,88,8,88,8,87,8,87,9,87,10,87,9,88,8,88,9,88,10,87,10,88,9,88,9,87,9,87,8,86,8,85,7,84,6,84,6,84,7,84,7,85,6,85,7,85,8,85,
63,79,64,78,64,79,63,79,62,79,62,78,62,79,62,80,63,81,62,82,62,82,62,82,61,81,60,81,60,80,60,81,60,81,61,81,62,82,62,81,61,81,61,82,62,81,63,80,63,80,63,79,62,78,62,77,63,77,63,78,63,77,63,78,63,78,62,77,62,78,61,78,61,79,61,78,61,78,60,78,60,78,60,78,60,78,60,78,60,79,60,79,60,78,60,78,60,78,59,77,60,78,60,78,60,79,60,78,60,79,60,80,61,79,62,79,63,80,62,79,62,79,62,80,62,79,63,79,63,78,62,77,62,77,63,76,63,76,64,76,64,75,63,74,64,73,64,73,63,73,64,74,64,73,64,74,65,73,65,74,66,73,66,73,66,72,65,71,65,72,66,71,66,71,65,72,64,71,65,71,65,70,66,69,65,68,65,68,65,68,64,68,64,68,63,69,62,70,62,71,
76,84,76,84,76,84,76,83,76,83,75,83,75,84,75,83,75,84,75,84,76,85,76,85,76,85,77,85,77,84,77,83,77,82,78,82,78,82,77,82,77,82,77,83,76,84,75,84,76,85,75,85,74,84,73,84,73,85,72,85,72,84,72,84,72,85,72,84,71,84,71,85,70,84,70,84,70,84,70,84,70,83,70,82,71,82,71,83,71,83,71,82,70,82,70,82,70,83,70,84,71,83,70,82,70,81,70,81,71,81,71,82,72,82,72,82,73,82,73,82,74,83,75,83,75,82,74,81,75,81,75,81,75,81,74,81,73,81,73,82,73,83,73,83,73,82,72,82,73,83,74,83,73,82,74,82,74,82,75,82,76,82,75,83,76,82,77,81,77,81,77,81,78,81,79,81,79,82,79,82,79,82,78,81,77,82,77,83,77,83,76,83,76,83,77,82,76,81,77,81,
10,50,11,50,12,50,13,50,12,49,12,49,13,50,13,49,13,49,13,49,14,50,13,50,12,50,12,49,12,49,11,50,12,51,12,51,12,52,13,51,13,50,13,49,14,48,13,48,14,49,14,50,14,49,14,50,14,49,14,48,13,48,12,47,12,47,13,48,13,48,13,48,14,48,14,48,15,49,16,48,15,48,16,47,16,46,17,46,17,46,17,46,17,45,17,45,17,45,16,46,16,47,16,48,15,48,14,48,13,47,12,48,12,48,12,48,12,48,11,49,11,48,11,48,11,47,10,47,9,47,8,46,8,46,9,47,10,47,10,46,10,47,9,46,8,45,8,44,8,44,9,43,8,43,8,43,7,42,7,42,8,42,8,42,7,42,8,43,8,42,9,42,10,42,10,41,9,41,8,41,8,41,7,41,7,42,7,42,6,42,6,43,6,44,6,43,6,43,5,43,
60,60,59,59,59,59,58,59,57,58,57,58,56,57,55,56,54,56,53,56,52,56,51,56,50,56,51,55,52,55,52,56,52,56,52,57,52,57,53,57,53,57,53,58,53,58,54,59,53,59,53,59,54,59,54,59,54,60,54,59,54,59,55,58,56,59,56,59,56,59,56,60,56,60,55,60,56,59,56,58,55,58,56,57,56,57,56,57,55,57,55,56,54,56,55,55,54,55,53,54,53,55,53,54,53,53,53,52,53,52,52,52,52,53,51,53,52,53,52,52,53,52,52,51,52,52,53,52,54,51,55,50,55,51,56,50,57,50,56,50,56,49,57,49,56,48,56,47,57,46,56,47,57,47,57,48,58,48,58,47,58,47,58,48,57,49,58,50,58,50,57,51,58,51,57,50,58,49,58,48,57,48,58,49,59,50,58,50,58,50,59,49,58,49,58,49,57,49,57,49,
53,20,53,19,53,20,52,21,52,21,51,22,51,22,51,22,51,22,50,23,49,24,49,24,49,23,49,22,49,22,49,23,49,23,49,24,48,24,49,24,49,23,49,23,49,23,50,22,51,22,51,22,51,23,52,24,52,24,51,25,50,25,51,25,50,25,49,26,49,26,49,27,50,28,49,28,48,28,48,28,49,28,49,28,49,27,49,27,50,26,49,25,49,24,48,24,49,24,48,24,47,25,47,25,48,24,48,24,49,24,49,23,49,23,48,23,47,22,47,21,48,20,48,20,48,20,48,19,49,19,50,18,51,18,51,17,51,18,50,17,51,17,51,17,52,17,51,18,50,17,50,18,50,19,49,20,49,20,50,20,51,21,51,20,51,20,50,20,50,21,50,22,50,22,50,22,51,23,50,22,49,22,49,22,49,23,50,23,49,23,50,23,51,22,51,21,52,22,52,21,
